IMG_20260606_141007	OK	(0.5368055555555555, 0.5138888888888888, 0.3691666666666666, 0.5492592592592593)
IMG_20260606_141009	OK	(0.33541666666666664, 0.5057291666666667, 0.5525, 0.37020833333333336)
IMG_20260606_141012	OK	(0.4375, 0.6171875, 0.5372222222222222, 0.4389583333333334)
IMG_20260606_141016	OK	(0.49166666666666664, 0.5864583333333333, 0.36222222222222217, 0.2983333333333334)
IMG_20260606_141019	OK	(0.32111111111111107, 0.3922916666666667, 0.6422222222222221, 0.7845833333333334)
IMG_20260606_141025	OK	(0.4409722222222222, 0.5848958333333333, 0.5469444444444443, 0.5077083333333333)
IMG_20260606_141028	OK	(0.4951388888888889, 0.5175925925925926, 0.49694444444444436, 0.5011111111111112)
IMG_20260606_141045	OK	(0.5923611111111111, 0.3223958333333333, 0.5691666666666666, 0.5097916666666668)
IMG_20260606_141047	OK	(0.6222222222222222, 0.5140625, 0.6733333333333332, 0.7847916666666668)
IMG_20260606_141132	OK	(0.41041666666666665, 0.5104166666666666, 0.6441666666666666, 0.4858333333333334)
IMG_20260606_141135	OK	(0.42083333333333334, 0.5973958333333333, 0.7316666666666666, 0.5160416666666667)
IMG_20260606_141138	OK	(0.5326388888888889, 0.559375, 0.6441666666666666, 0.3941666666666667)
IMG_20260606_141140	OK	(0.42569444444444443, 0.4842592592592593, 0.49694444444444436, 0.615925925925926)
IMG_20260606_141144	OK	(0.4125, 0.4685185185185185, 0.7511111111111111, 0.8362962962962963)
IMG_20260606_141147	OK	(0.55625, 0.4675925925925926, 0.44138888888888883, 0.8566666666666667)
IMG_20260606_141149	OK	(0.5958333333333333, 0.525, 0.4983333333333333, 0.8159259259259259)
IMG_20260606_141152	OK	(0.5798611111111112, 0.48148148148148145, 0.46083333333333326, 0.8362962962962963)
IMG_20260606_141155	OK	(0.5583333333333333, 0.4824074074074074, 0.5261111111111111, 0.8270370370370371)
IMG_20260606_141201	OK	(0.4840277777777778, 0.5277777777777778, 0.3747222222222222, 0.5140740740740741)
IMG_20260606_141203	OK	(0.5034722222222222, 0.387037037037037, 0.4719444444444444, 0.7288888888888889)
IMG_20260606_141205	OK	(0.4965277777777778, 0.39444444444444443, 0.39972222222222215, 0.6696296296296297)
IMG_20260606_141208	OK	(0.5534722222222223, 0.6046296296296296, 0.7219444444444444, 0.6122222222222222)
IMG_20260606_141222	OK	(0.48333333333333334, 0.4895833333333333, 0.6816666666666666, 0.49833333333333335)
